time,open,high,low,close,volume,ticker,SMA10,SMA50,signal
2020-01-02,2750,2810,2660,2750,416346,LPB,,,0
2020-01-03,2750,2750,2700,2750,79257,LPB,,,0
2020-01-06,2700,2700,2660,2660,118620,LPB,,,0
2020-01-07,2660,2700,2660,2660,144955,LPB,,,0
2020-01-08,2630,2660,2630,2660,197038,LPB,,,0
2020-01-09,2630,2700,2630,2660,310444,LPB,,,0
2020-01-10,2660,2780,2660,2780,495515,LPB,,,0
2020-01-13,2750,2780,2750,2750,198130,LPB,,,0
2020-01-14,2750,2780,2700,2750,487555,LPB,,,0
2020-01-15,2750,2750,2700,2750,566760,LPB,2717.0,,0
2020-01-16,2750,2780,2700,2780,493302,LPB,2720.0,,0
2020-01-17,2750,3130,2750,2780,636570,LPB,2723.0,,0
2020-01-20,2780,2850,2750,2810,744140,LPB,2738.0,,0
2020-01-21,2810,2850,2810,2810,549545,LPB,2753.0,,0
2020-01-22,2880,2880,2810,2880,410662,LPB,2775.0,,0
2020-01-30,2850,2880,2750,2750,1097030,LPB,2784.0,,0
2020-01-31,2750,2780,2630,2660,1697740,LPB,2772.0,,0
2020-02-03,2660,2660,2490,2590,2169576,LPB,2756.0,,0
2020-02-04,2590,2700,2590,2700,783597,LPB,2751.0,,0
2020-02-05,2960,2960,2730,2770,2219653,LPB,2753.0,,0
2020-02-06,2770,2890,2730,2800,1525378,LPB,2755.0,,0
2020-02-07,2800,2850,2730,2850,1486586,LPB,2762.0,,0
2020-02-10,2850,2850,2770,2770,523143,LPB,2758.0,,0
2020-02-11,2800,2850,2770,2800,778552,LPB,2757.0,,0
2020-02-12,2770,2800,2770,2770,1231874,LPB,2746.0,,0
2020-02-13,2730,2800,2380,2770,1410681,LPB,2748.0,,0
2020-02-14,2770,2960,2730,2920,2780776,LPB,2774.0,,0
2020-02-17,2920,3160,2850,2920,1340603,LPB,2807.0,,0
2020-02-18,2890,2920,2890,2850,1317677,LPB,2822.0,,0
2020-02-19,2800,2850,2800,2800,372128,LPB,2825.0,,0
2020-02-20,2800,2850,2410,2800,1820975,LPB,2825.0,,0
2020-02-21,2800,2800,2570,2770,1203744,LPB,2817.0,,0
2020-02-24,2730,2770,2610,2650,1904465,LPB,2805.0,,0
2020-02-25,2610,2690,2290,2650,1763709,LPB,2790.0,,0
2020-02-26,2650,2770,2240,2730,542375,LPB,2786.0,,0
2020-02-27,2690,2800,2690,2800,985927,LPB,2789.0,,0
2020-02-28,2770,2800,2380,2800,3306812,LPB,2777.0,,0
2020-03-02,2800,3130,2730,3130,8209563,LPB,2798.0,,0
2020-03-03,3160,3450,2570,3450,3685507,LPB,2858.0,,0
2020-03-04,3910,3910,2920,3570,7176240,LPB,2935.0,,0
2020-03-05,3570,3600,3360,3450,5784282,LPB,3000.0,,0
2020-03-06,3450,3480,2960,3360,3136749,LPB,3059.0,,0
2020-03-09,3240,3240,2850,2850,6014031,LPB,3079.0,,0
2020-03-10,2570,3080,2570,3010,4247181,LPB,3115.0,,0
2020-03-11,3040,3360,2850,2960,3315439,LPB,3138.0,,0
2020-03-12,2920,2920,2570,2850,3955543,LPB,3143.0,,0
2020-03-13,2770,2850,2610,2800,4100928,LPB,3143.0,,0
2020-03-16,2850,2850,2570,2730,2630457,LPB,3103.0,,0
2020-03-17,2730,2800,2610,2770,1784834,LPB,3035.0,,0
2020-03-18,2800,2800,2290,2730,3207888,LPB,2951.0,2836.2,0
2020-03-19,2730,2850,2650,2690,1521993,LPB,2875.0,2835.0,0
2020-03-20,2730,2960,2290,2690,1231949,LPB,2808.0,2833.8,-1
2020-03-23,2570,2650,2240,2340,8131405,LPB,2757.0,2827.4,0
2020-03-24,2290,2460,2180,2410,2590936,LPB,2697.0,2822.4,0
2020-03-25,2460,2570,2180,2530,3116157,LPB,2654.0,2819.8,0
2020-03-26,2490,2530,2340,2380,2564185,LPB,2607.0,2814.2,0
2020-03-27,2380,2460,2380,2380,2121890,LPB,2565.0,2806.2,0
2020-03-30,2380,2770,2100,2210,2334334,LPB,2513.0,2795.4,0
2020-03-31,2210,2340,2130,2210,2241165,LPB,2457.0,2784.6,0
2020-04-01,2180,2460,2180,2410,3814282,LPB,2425.0,2777.8,0
2020-04-03,2410,2460,2009,2380,3154772,LPB,2394.0,2769.8,0
2020-04-06,2410,2610,2009,2570,4070248,LPB,2382.0,2765.6,0
2020-04-07,2610,2650,2490,2530,1605253,LPB,2401.0,2760.0,0
2020-04-08,2490,2530,2410,2490,2262367,LPB,2409.0,2753.6,0
2020-04-09,2490,2650,2490,2570,4539160,LPB,2413.0,2747.4,0
2020-04-10,2570,2610,2530,2570,1626554,LPB,2432.0,2743.8,0
2020-04-13,2490,2650,2490,2610,2775624,LPB,2455.0,2742.8,0
2020-04-14,2570,2610,2490,2570,1755932,LPB,2491.0,2742.4,0
2020-04-15,2570,2890,2530,2800,5284718,LPB,2550.0,2744.4,0
2020-04-16,2800,2920,2770,2850,4387633,LPB,2594.0,2746.0,0
2020-04-17,2890,3160,2800,2890,2625533,LPB,2645.0,2747.8,0
2020-04-20,2890,2890,2730,2800,3597729,LPB,2668.0,2746.8,0
2020-04-21,2770,2800,2570,2650,4379322,LPB,2680.0,2744.4,0
2020-04-22,2610,2800,2530,2730,2899672,LPB,2704.0,2743.0,0
2020-04-23,2770,2850,2730,2770,2012076,LPB,2724.0,2743.0,0
2020-04-24,2770,2770,2690,2730,1878442,LPB,2740.0,2742.2,0
2020-04-27,2730,2770,2650,2730,3097311,LPB,2752.0,2738.4,1
2020-04-28,2690,2800,2650,2770,1848906,LPB,2772.0,2735.4,0
2020-04-29,2770,2800,2730,2770,1750041,LPB,2769.0,2733.8,0
2020-05-04,2770,2850,2730,2800,2502254,LPB,2764.0,2733.8,0
2020-05-05,2800,2850,2730,2800,678458,LPB,2755.0,2733.8,0
2020-05-06,2770,2800,2730,2800,1348002,LPB,2755.0,2734.4,0
2020-05-07,2800,2850,2770,2800,2083412,LPB,2770.0,2737.4,0
2020-05-08,2850,2960,2800,2920,8446632,LPB,2789.0,2742.8,0
2020-05-11,2960,3130,2890,3080,4334388,LPB,2820.0,2749.8,0
2020-05-12,3080,3080,2960,3080,2067185,LPB,2855.0,2755.4,0
2020-05-13,3040,3080,2960,3040,4240561,LPB,2886.0,2760.2,0
2020-05-14,3010,3040,2960,2960,2562010,LPB,2905.0,2756.8,0
2020-05-15,2960,3010,2890,2920,2311012,LPB,2920.0,2746.2,0
2020-05-18,2920,2920,2850,2920,1762092,LPB,2932.0,2733.2,0
2020-05-19,2920,3040,2890,3040,3790231,LPB,2956.0,2725.0,0
2020-05-20,3040,3040,2920,3010,2565542,LPB,2977.0,2718.0,0
2020-05-21,3010,3010,2920,3010,1888265,LPB,2998.0,2721.2,0
2020-05-22,3010,3080,2920,3010,3827220,LPB,3007.0,2721.2,0
2020-05-25,3010,3040,2960,3040,2056484,LPB,3003.0,2722.8,0
2020-05-26,3010,3040,3010,3040,1559011,LPB,2999.0,2726.6,0
2020-05-27,3040,3240,3040,3080,8083646,LPB,3003.0,2732.2,0
2020-05-28,3080,3160,3040,3130,1471180,LPB,3020.0,2740.2,0
2020-05-29,3130,3130,3040,3130,984369,LPB,3041.0,2747.4,0
2020-06-01,3130,3200,3040,3160,6377627,LPB,3065.0,2756.0,0
2020-06-02,3160,3570,3160,3450,18040091,LPB,3106.0,2771.2,0
2020-06-03,3450,3520,2890,3450,2630169,LPB,3150.0,2786.4,0
2020-06-04,3450,3520,3400,3450,4788944,LPB,3194.0,2808.6,0
2020-06-05,3450,3480,2960,3480,4415904,LPB,3241.0,2830.0,0
2020-06-08,3480,3800,3480,3750,10915143,LPB,3312.0,2854.4,0
2020-06-09,3750,3840,3360,3720,5781602,LPB,3380.0,2881.2,0
2020-06-10,3720,3750,3570,3720,7693618,LPB,3444.0,2908.0,0
2020-06-11,3720,3750,3360,3450,13622102,LPB,3476.0,2932.8,0
2020-06-12,3360,3450,3200,3450,5185301,LPB,3508.0,2957.6,0
2020-06-15,3450,3720,3450,3570,14299534,LPB,3549.0,2980.8,0
2020-06-16,3600,3750,3520,3570,6169634,LPB,3561.0,3004.6,0
2020-06-17,3570,3600,3450,3520,4600149,LPB,3568.0,3023.6,0
2020-06-18,3480,3520,3400,3450,2877300,LPB,3568.0,3042.0,0
2020-06-19,3450,3570,3450,3520,4116862,LPB,3572.0,3062.6,0
2020-06-22,3520,3630,3480,3570,6715862,LPB,3554.0,3082.6,0
2020-06-23,3600,3600,3480,3570,3643448,LPB,3539.0,3102.6,0
2020-06-24,3520,3570,3450,3480,3219226,LPB,3515.0,3120.0,0
2020-06-25,3450,3480,3360,3480,3199133,LPB,3518.0,3138.2,0
2020-06-26,3450,3570,3400,3480,3708467,LPB,3521.0,3151.8,0
2020-06-29,3480,3480,3160,3330,5609866,LPB,3497.0,3161.4,0
2020-06-30,3290,3360,3130,3240,5392704,LPB,3464.0,3168.4,0
2020-07-01,3240,3330,3160,3330,2438857,LPB,3445.0,3179.0,0
2020-07-02,3290,3330,2770,3240,1957884,LPB,3424.0,3190.8,0
2020-07-03,3240,3290,3200,3240,887057,LPB,3396.0,3201.0,0
2020-07-06,3240,3400,3240,3400,4032779,LPB,3379.0,3213.6,0
2020-07-07,3400,3450,2890,3360,2855108,LPB,3358.0,3226.2,0
