time,open,high,low,close,volume,ticker,SMA10,SMA50,signal
2020-01-02,33800,34450,33800,34350,581190,VRE,,,0
2020-01-03,34300,34650,34100,34600,1272890,VRE,,,0
2020-01-06,34500,34500,33500,33650,682790,VRE,,,0
2020-01-07,33650,33950,33600,33950,356780,VRE,,,0
2020-01-08,33400,33500,32600,32700,919210,VRE,,,0
2020-01-09,33350,34000,33300,34000,1054800,VRE,,,0
2020-01-10,34000,34100,33550,33950,543040,VRE,,,0
2020-01-13,34000,34000,33600,33750,417280,VRE,,,0
2020-01-14,33850,34000,33750,33750,562730,VRE,,,0
2020-01-15,33800,33800,33200,33200,549700,VRE,33790.0,,0
2020-01-16,33700,33700,32750,32800,979630,VRE,33635.0,,0
2020-01-17,33150,33150,32500,32600,872560,VRE,33435.0,,0
2020-01-20,32400,32450,31850,32000,1070940,VRE,33270.0,,0
2020-01-21,32000,32700,32000,32600,908080,VRE,33135.0,,0
2020-01-22,32500,32800,32299,32600,932500,VRE,33125.0,,0
2020-01-30,32000,32100,30700,30950,2002220,VRE,32820.0,,0
2020-01-31,30950,31300,30050,30050,2322570,VRE,32430.0,,0
2020-02-03,28000,30300,27950,30200,1977600,VRE,32075.0,,0
2020-02-04,29700,30150,28700,29250,2239180,VRE,31625.0,,0
2020-02-05,30200,30200,28800,28950,2036300,VRE,31200.0,,0
2020-02-06,30950,30950,28800,30950,3660600,VRE,31015.0,,0
2020-02-07,31050,32250,30800,32000,2423940,VRE,30955.0,,0
2020-02-10,31500,31500,31000,31100,611640,VRE,30865.0,,0
2020-02-11,31000,31650,30500,31400,2573890,VRE,30745.0,,0
2020-02-12,31850,31850,31250,31250,982950,VRE,30610.0,,0
2020-02-13,31000,31450,31000,31450,862410,VRE,30660.0,,0
2020-02-14,31450,32200,31300,31750,1388080,VRE,30830.0,,0
2020-02-17,31800,31800,31200,31400,562430,VRE,30950.0,,0
2020-02-18,31300,31500,30500,30550,1019810,VRE,31080.0,,0
2020-02-19,30500,30550,29800,30150,1562980,VRE,31200.0,,0
2020-02-20,30550,30900,30300,30900,1626950,VRE,31195.0,,0
2020-02-21,30700,30900,30700,30700,697440,VRE,31065.0,,0
2020-02-24,29100,30400,29100,29350,1391850,VRE,30890.0,,0
2020-02-25,29000,29450,28800,29200,1014900,VRE,30670.0,,0
2020-02-26,29000,29500,28750,29000,1028780,VRE,30445.0,,0
2020-02-27,28850,29100,28750,29000,1254940,VRE,30200.0,,0
2020-02-28,28500,28800,28050,28500,1824830,VRE,29875.0,,0
2020-03-02,28500,28950,28200,28550,929150,VRE,29590.0,,0
2020-03-03,29050,29050,28450,28450,1767430,VRE,29380.0,,0
